Year,Month,Polling,Con,Lab,LD,Lab good,Govt good,Govt bad,Lab bad,Con good,Con bad,SDP,Green,Lab net,LD good,Con Best PM,Lab Best PM,LD Best PM,LD bad,Con net,M,F,M.1,F.1,M.2,F.2,UKIP good,UKIP bad,Grn good,Grn bad,UKIP Best PM,UKIP,TIG/CUK,BXP,LD net,CUK good,CUK bad,BXP good,BXP bad,BXP Best PM,BXP/Reform,Ukip,BXP/Ref good,BXP/Ref bad,Green Best PM,BXP/Ref Best PM
,Dec,YouGov,40,34.0,10.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
2019.0,Jan,YouGov,41,35.0,11.0,,,,,,,,3.0,,,38.0,20.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
,Jan,BMG,36,36.0,12.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,
,Jan,Survation,38,41.0,10.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
,Jan,YouGov,,,,25.0,,,64.0,,,,,,21.0,,,,47.0,,,,,,,,,,,,,,,,-26.0,,,,,,,,,,,
,Jan,Kantar TNS,35,38.0,9.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,
,Jan,NCP,41,39.0,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
,Jan,YouGov,39,34.0,11.0,,,,,,,,4.0,,,36.0,20.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,
,Jan,ComRes,37,39.0,8.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,
,Jan,ComRes,38,37.0,10.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,
,Jan,Opinium,37,40.0,7.0,24.0,,,54.0,29.0,49.0,,4.0,,18.0,29.0,22.0,,30.0,,,,,,,,10.0,38.0,,,,7.0,,,-12.0,,,,,,,,,,,
,Jan,ICM,39,40.0,9.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,Jan,YouGov,,,,22.0,,,67.0,30.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,Survation,38,39.0,9.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
,Jan,Opinium,41,34.0,8.0,22.0,,,54.0,31.0,48.0,,4.0,,17.0,32.0,20.0,,31.0,,,,,,,,9.0,39.0,,,,7.0,,,-14.0,,,,,,,,,,,
,Feb,Ipsos MORI,38,38.0,10.0,17.0,22.0,71.0,72.0,33.0,58.0,,3.0,,24.0,,,,41.0,,,,,,,,,,,,,4.0,,,-17.0,,,,,,,,,,,
,Feb,YouGov,39,34.0,11.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,Feb,YouGov,41,34.0,10.0,,,,,,,,4.0,,,40.0,19.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
,Feb,BMG,38,35.0,13.0,23.0,,,59.0,32.0,56.0,,5.0,,,29.0,22.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,Feb,Kantar TNS,40,35.0,10.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
,Feb,Deltapoll,,,,30.0,,,58.0,35.0,56.0,,,,25.0,,,,46.0,,,,,,,,,,,,,,,,-21.0,,,,,,,,,,,
,Feb,Opinium,37,37.0,8.0,25.0,,,52.0,28.0,49.0,,4.0,,18.0,30.0,22.0,,31.0,,,,,,,,10.0,39.0,,,,7.0,,,-13.0,,,,,,,,,,,
,Feb,Survation,40,36.0,10.0,,,,,,,,2.0,,,48.0,29.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,Feb,YouGov,41,33.0,10.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
,Feb,YouGov,38,26.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,
,Feb,Sky,32,26.0,9.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,6.0,10.0,,,,,,,,,,,,,
,Feb,Opinium,40,32.0,5.0,22.0,,,58.0,31.0,49.0,,4.0,,18.0,34.0,20.0,,34.0,,,,,,,,9.0,38.0,,,,7.0,6.0,,-16.0,,,,,,,,,,,
,Feb,Deltapoll,39,31.0,5.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,4.0,11.0,,,,,,,,,,,,,
,Feb,Deltapoll,43,36.0,6.0,26.0,,,64.0,35.0,57.0,,3.0,,24.0,,,,42.0,,,,,,,,,,,,,6.0,,,-18.0,,,,,,,,,,,
,Feb,YouGov,41,30.0,10.0,,,,,,,,4.0,,,39.0,16.0,,,,,,,,,,,,,,,5.0,,2.0,,,,,,,,,,,,
,Feb,YouGov,36,23.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,
,Feb,Opinium,40,34.0,9.0,23.0,,,60.0,30.0,51.0,,3.0,,20.0,33.0,18.0,,30.0,,,,,,,,11.0,40.0,,,,7.0,,,-10.0,,,,,,,,,,,
,Feb,Opinium,37,33.0,7.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,7.0,5.0,,,,,,,,,,,,,
,Mar,YouGov,40,31.0,11.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,3.0,,3.0,,,,,,,,,,,,
,Mar,ComRes,36,34.0,8.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,6.0,8.0,,,,,,,,,,,,,
,Mar,BMG,39,34.0,12.0,21.0,,,62.0,29.0,59.0,,4.0,,,28.0,20.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
,Mar,YouGov,,,,,,,,,,,,,,35.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,Kantar TNS,41,31.0,8.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,
,Mar,Opinium,38,34.0,8.0,20.0,,,58.0,27.0,51.0,,3.0,,19.0,29.0,18.0,,33.0,,,,,,,,9.0,40.0,,,,8.0,,,-14.0,,,,,,,,,,,
,Mar,Opinium,35,35.0,7.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,8.0,4.0,,,,,,,,,,,,,
,Mar,YouGov,35,31.0,12.0,,,,,26.0,66.0,,4.0,,,,,,,,,,,,,,,,,,,6.0,,4.0,,,,,,,,,,,,
,Mar,OnePoll,29,33.0,9.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,8.0,6.0,6.0,,,,,,,,,,,,
,Mar,Survation,35,39.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mar,ComRes,34,35.0,8.0,19.0,,,56.0,27.0,44.0,,3.0,,,,,,,,,,,,,,,,,,,6.0,7.0,,,,,,,,,,,,,
,Mar,Ipsos MORI,38,34.0,8.0,20.0,11.0,86.0,70.0,29.0,65.0,,4.0,,24.0,,,,42.0,,,,,,,,,,,,,7.0,2.0,1.0,-18.0,,,,,,,,,,,
,Mar,ComRes,34,35.0,8.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,7.0,6.0,,,,,,,,,,,,,
,Mar,Opinium,36,35.0,7.0,21.0,,,60.0,26.0,56.0,,4.0,,18.0,27.0,18.0,,32.0,,,,,,,,11.0,41.0,,,,9.0,,,-14.0,,,,,,,,,,,
,Mar,YouGov,,,,18.0,,,71.0,26.0,65.0,,,,18.0,,,,48.0,,,,,,,,,,,,,,,,-30.0,,,,,,,,,,,
,Mar,ComRes,33,33.0,8.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,7.0,9.0,,,,,,,,,,,,,
,Mar,YouGov,36,33.0,11.0,,,,,,,,4.0,,,31.0,19.0,,,,,,,,,,,,,,,4.0,,5.0,,,,,,,,,,,,
,Mar,Deltapoll,32,35.0,7.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,6.0,9.0,6.0,,,,,,,,,,,,
,Mar,Opinium,35,35.0,9.0,18.0,,,61.0,24.0,55.0,,5.0,,18.0,25.0,18.0,,33.0,,,,,,,,10.0,41.0,,,,9.0,,,-15.0,,,,,,,,,,,
,Mar,Deltapoll,36,41.0,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,
,Apr,YouGov,32,31.0,12.0,,,,,,,,4.0,,,29.0,20.0,,,,,,,,,,,,,,,7.0,,5.0,,,,,,,,,,,,
,Apr,BMG,35,34.0,11.0,22.0,,,62.0,22.0,68.0,,5.0,,,21.0,19.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,
,Apr,BMG,29,31.0,8.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,7.0,8.0,6.0,,,,,,,,,,,,
,Apr,Sky,,,,,,,,,,,,,,33.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Apr,Kantar TNS,32,35.0,11.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,
,Apr,ComRes,32,32.0,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,9.0,9.0,,,,,,,,,,,,,
,Apr,Hanbury,31,40.0,8.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,
,Apr,Opinium,29,36.0,8.0,22.0,,,55.0,22.0,56.0,,4.0,,19.0,24.0,19.0,,31.0,,,,,,,,12.0,37.0,,,,11.0,,,-12.0,,,,,,,,,,,
,Apr,YouGov,28,32.0,11.0,,,,,,,,5.0,,,30.0,19.0,,,,,,,,,,,,,,,6.0,3.0,8.0,,,,,,,,,,,,
,Apr,ComRes,23,33.0,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,5.0,9.0,14.0,,,,,,,,,,,,
,Apr,YouGov,29,30.0,10.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,4.0,3.0,12.0,,,,,,,,,,,,
,Apr,ORB,27,30.0,8.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,5.0,6.0,14.0,,,,,,,,,,,,
,Apr,OnePoll,24,32.0,9.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,5.0,5.0,13.0,,,,,,,,,,,,
,Apr,Panelbase,27,36.0,8.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,5.0,4.0,13.0,,,,,,,,,,,,
,Apr,YouGov,27,30.0,11.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,4.0,3.0,14.0,,,,,,,,,,,,
,Apr,Opinium,26,33.0,6.0,21.0,,,58.0,23.0,57.0,,4.0,,17.0,24.0,20.0,,34.0,,,,,,,,11.0,43.0,,,,4.0,4.0,17.0,-17.0,14.0,26.0,,,,,,,,,
,Apr,YouGov,29,29.0,13.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,2.0,3.0,15.0,,,,,,,,,,,,
,May,Opinium,25,30.0,11.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,4.0,2.0,17.0,,,,,,,,,,,,
,May,BMG,27,30.0,18.0,22.0,,,63.0,22.0,70.0,,6.0,,,20.0,20.0,,,,,,,,,,,,,,,3.0,3.0,10.0,,,,,,,,,,,,
,May,YouGov,24,24.0,16.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,2.0,2.0,18.0,,,,,,,,,,,,
,May,YouGov,24,24.0,18.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,2.0,2.0,18.0,,,,,,,,,,,,
,May,Opinium,22,28.0,11.0,19.0,,,61.0,20.0,60.0,,6.0,,22.0,19.0,18.0,,31.0,,,,,,,,11.0,43.0,,,,4.0,4.0,21.0,-9.0,14.0,24.0,31.0,40.0,,,,,,,
,May,ComRes,19,27.0,14.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,3.0,7.0,20.0,,,,,,,,,,,,
,May,Kantar TNS,25,34.0,15.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,4.0,1.0,10.0,,,,,,,,,,,,
,May,Hanbury,21,30.0,13.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,2.0,6.0,19.0,,,,,,,,,,,,
,May,ComRes,20,27.0,13.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,4.0,6.0,20.0,,,,,,,,,,,,
,May,Ipsos MORI,25,27.0,15.0,20.0,10.0,84.0,73.0,26.0,69.0,,7.0,,32.0,,,,37.0,,,,,,,,,,,,,3.0,2.0,16.0,-5.0,,,,,,,,,,,
,May,YouGov,25,25.0,16.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,2.0,2.0,18.0,,,,,,,,,,,,
,May,YouGov,,,,19.0,,,69.0,21.0,70.0,,,,23.0,,,,41.0,,,,,,,,3.0,26.0,,,,,,,-18.0,10.0,21.0,27.0,59.0,,,,,,,
,May,Opinium,22,29.0,11.0,19.0,,,62.0,18.0,64.0,,3.0,,22.0,19.0,19.0,,34.0,,,,,,,,10.0,45.0,,,,2.0,3.0,24.0,-12.0,12.0,31.0,34.0,39.0,,,,,,,
,May,Panelbase,21,31.0,13.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,3.0,4.0,19.0,,,,,,,,,,,,
,May,Survation,27,32.0,13.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,2.0,13.0,,,,,,,,,,,,
,May,Opinium,22,26.0,12.0,17.0,,,63.0,20.0,62.0,,4.0,,25.0,19.0,18.0,,32.0,,,,,,,,9.0,46.0,,,,2.0,2.0,25.0,-7.0,11.0,30.0,33.0,41.0,,,,,,,
,May ,NCP,27,31.0,15.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,2.0,14.0,,,,,,,,,,,,
,May,Survation,28,33.0,13.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,2.0,12.0,,,,,,,,,,,,
,May,YouGov,19,19.0,24.0,,,,,,,,8.0,,,23.0,15.0,,,,,,,,,,,,,,,1.0,1.0,22.0,,,,,,,,,,,,
,May,Opinium,17,22.0,16.0,16.0,,,64.0,18.0,59.0,,11.0,,30.0,15.0,15.0,,30.0,,,,,,,,11.0,45.0,,,,1.0,1.0,26.0,0.0,11.0,34.0,39.0,37.0,,,,,,,
,May,Deltapoll,20,26.0,16.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,4.0,24.0,,,,,,,,,,,,
,Jun,YouGov,,,,16.0,,,71.0,,,,,,27.0,,,,40.0,,,,,,,,3.0,32.0,,,,,,,-13.0,,,30.0,59.0,,,,,,,
,Jun ,BMG,26,27.0,17.0,21.0,,,65.0,26.0,63.0,,6.0,,,18.0,18.0,,,,,,,,,,,,,,,1.0,1.0,18.0,,,,,,,,,,,,
,Jun ,YouGov,18,20.0,20.0,,,,,,,,9.0,,,29.0,17.0,,,,,,,,,,,,,,,1.0,0.0,26.0,,,,,,,,,,,,
,Jun ,ComRes,23,27.0,17.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,1.0,22.0,,,,,,,,,,,,
,Jun ,YouGov,17,19.0,22.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,0.0,1.0,26.0,,,,,,,,,,,,
,Jun ,YouGov,21,21.0,19.0,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,0.0,0.0,24.0,,,,,,,,,,,,
,Jun ,YouGov,20,20.0,21.0,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,1.0,0.0,23.0,,,,,,,,,,,,
,Jun,Opinium,20,26.0,16.0,18.0,,,63.0,20.0,56.0,,6.0,,24.0,17.0,18.0,,31.0,,,,,,,,7.0,46.0,,,,2.0,1.0,23.0,-7.0,10.0,35.0,35.0,39.0,,,,,,,
,Jun,Survation,24,26.0,18.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,1.0,1.0,20.0,,,,,,,,,,,,
,Jun,Ipsos MORI,26,24.0,22.0,17.0,8.0,85.0,75.0,25.0,69.0,,8.0,,33.0,51.0,33.0,,40.0,,,,,,,,,,,,,1.0,0.0,12.0,-7.0,,,35.0,54.0,,,,,,,
,Jun,YouGov,,,,,10.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,YouGov,22,20.0,19.0,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,1.0,0.0,22.0,,,,,,,,,,,,
,Jun,YouGov,,,,13.0,11.0,70.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jun,YouGov,,,,19.0,,,70.0,27.0,63.0,,,,25.0,,,,43.0,,,,,,,,3.0,22.0,,,,,,,-18.0,,,30.0,59.0,,,,,,,
,Jul,YouGov,24,18.0,20.0,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,0.0,0.0,23.0,,,,,,,,,,,,
,Jul,BMG,28,27.0,18.0,18.0,,,66.0,26.0,64.0,,6.0,,,20.0,17.0,,,,,,,,,,,,,,,2.0,1.0,14.0,,,,,,,,,,,,
,Jul,Opinium,23,25.0,15.0,18.0,,,64.0,22.0,57.0,,8.0,,22.0,19.0,16.0,,34.0,,,,,,,,,,,,,1.0,1.0,22.0,-12.0,,,33.0,43.0,,,,,,,
,Jul,ComRes,25,28.0,16.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,0.0,19.0,,,,,,,,,,,,
,Jul,YouGov,,,,,10.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,YouGov,24,20.0,19.0,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,0.0,0.0,21.0,,,,,,,,,,,,
,Jul,Survation,23,29.0,19.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,
,Jul,ComRes,24,28.0,15.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,0.0,20.0,,,,,,,,,,,,
,Jul,YouGov,,,,,14.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,ComRes,25,28.0,17.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,0.0,19.0,,,,,,,,,,,,
,Jul,YouGov,25,21.0,20.0,20.0,,,68.0,,,,8.0,,23.0,,,,44.0,,,,,,,,,,,,,0.0,0.0,19.0,-21.0,,,27.0,61.0,,,,,,,
,Jul,YouGov,,,,,10.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,YouGov,,,,,,,,34.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,YouGov,,,,,,,,,,,,,,34.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,YouGov,25,19.0,23.0,18.0,,,70.0,33.0,54.0,,9.0,,21.0,38.0,20.0,,29.0,,,,,,,,,,,,,1.0,0.0,17.0,-8.0,,,28.0,60.0,,,,,,,
,Jul,ComRes,28,27.0,19.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,0.0,16.0,,,,,,,,,,,,
,Jul,Opinium,30,28.0,16.0,19.0,,,59.0,28.0,31.0,,5.0,,21.0,38.0,17.0,,24.0,,,,,,,,,,,,,1.0,0.0,15.0,-3.0,,,31.0,39.0,,,,,,,
,Jul,YouGov,31,21.0,20.0,,,,,34.0,55.0,,8.0,,,,,,,,,,,,,,,,,,,0.0,0.0,13.0,,,,,,,,,,,,
,Jul,Deltapoll,30,25.0,18.0,23.0,,,67.0,38.0,32.0,,4.0,,27.0,,,,26.0,,,,,,,,,,,,,1.0,2.0,14.0,1.0,,,,,,,,,,,
,Jul,ComRes,29,30.0,16.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,0.0,15.0,,,,,,,,,,,,
,Jul,Ipsos MORI,34,24.0,20.0,19.0,18.0,75.0,69.0,31.0,38.0,,6.0,,28.0,52.0,27.0,,28.0,,,,,,,,,,,,,1.0,,9.0,0.0,,,32.0,53.0,,,,,,,
,Jul,YouGov,,,,13.0,14.0,63.0,72.0,32.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,YouGov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jul,YouGov,32,22.0,19.0,,,,,,,,8.0,,,42.0,21.0,,,,,,,,,,,,,,,0.0,0.0,13.0,,,,,,,,,,,,
,Aug,YouGov,,,,,15.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,YouGov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,YouGov,31,22.0,21.0,20.0,,,67.0,35.0,53.0,,7.0,,18.0,39.0,19.0,,32.0,,,,,,,,,,,,,0.0,0.0,14.0,-14.0,,,,,,,,,,,
,Aug,Survation,28,24.0,21.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,
,Aug,BMG,31,25.0,19.0,19.0,,,62.0,35.0,41.0,,7.0,,,34.0,19.0,,,,,,,,,,,,,,,1.0,0.0,12.0,,,,,,,,,,,,
,Aug,Opinium,31,28.0,13.0,20.0,,,60.0,40.0,34.0,,5.0,,21.0,38.0,19.0,,30.0,,,,,,,,,,,,,1.0,0.0,16.0,-9.0,,,32.0,39.0,,,,,,,
,Aug,Opinium,,,,,,,,,,,,,,30.0,16.0,11.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,
,Aug,ComRes,31,27.0,16.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,0.0,16.0,,,,,,,,,,,,
,Aug,YouGov,,,,,20.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,YouGov,,,,,16.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,YouGov,30,21.0,20.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,1.0,0.0,14.0,,,,,,,,,,,,
,Aug,Kantar TNS,42,28.0,15.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,0.0,1.0,5.0,,,,,,,,,,,,
,Aug,YouGov,32,22.0,20.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,0.0,0.0,12.0,,,,,,,,,,,,
,Aug,Opinium,32,26.0,15.0,18.0,,,60.0,41.0,36.0,,4.0,,20.0,41.0,17.0,,31.0,,,,,,,,,,,,,1.0,0.0,16.0,-11.0,,,30.0,41.0,,,,,,,
,Aug,Opinium,,,,,,,,,,,,,,31.0,15.0,12.0,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,
,Aug,YouGov,33,21.0,19.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,0.0,0.0,14.0,,,,,,,,,,,,
,Aug,YouGov,,,,11.0,18.0,59.0,75.0,37.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aug,YouGov,,,,19.0,,,68.0,36.0,53.0,,,,17.0,,,,35.0,,,,,,,,,,,,,,,,-18.0,,,,,,,,,,,
,Aug,YouGov,34,22.0,17.0,,,,,,,,8.0,,,40.0,20.0,,,,,,,,,,,,,,,1.0,0.0,13.0,,,,,,,,,,,,
,Aug,YouGov,33,22.0,21.0,13.0,,,72.0,38.0,44.0,,7.0,,,,,,,,,,,,,,,,,,,0.0,0.0,12.0,,,,,,,,,,,,
,Aug,YouGov,34,23.0,19.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,0.0,0.0,12.0,,,,,,,,,,,,
,Aug,Survation,31,24.0,21.0,,,,,41.0,35.0,,3.0,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,
,Aug,Deltapoll,35,24.0,18.0,23.0,,,68.0,48.0,42.0,,4.0,,30.0,,,,35.0,,,,,,,,,,,,,0.0,1.0,14.0,-5.0,,,,,,,,,,,
,Aug,ICM,37,30.0,16.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,,,,,,
,Aug,YouGov,,,,,22.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,YouGov,35,25.0,16.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,1.0,0.0,11.0,,,,,,,,,,,,
,Sep,Hanbury,33,26.0,17.0,,,,,,,,3.0,,,40.0,18.0,12.0,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,
,Sep,Hanbury,,,,,,,,,,,,,,45.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,BMG,31,27.0,19.0,20.0,,,63.0,39.0,45.0,,6.0,,,36.0,19.0,,,,,,,,,,,,,,,1.0,0.0,13.0,,,,,,,,,,,,
,Sep,Opinium,35,25.0,17.0,19.0,,,58.0,36.0,41.0,,3.0,,24.0,36.0,16.0,,28.0,,,,,,,,,,,,,1.0,0.0,13.0,-4.0,,,29.0,41.0,,,,,,,
,Sep,Opinium,,,,,,,,,,,,,,29.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,
,Sep,ComRes,31,27.0,20.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,0.0,13.0,,,,,,,,,,,,
,Sep,Survation,29,24.0,18.0,,,,,,,,3.0,,,46.0,26.0,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,
,Sep,Survation,,,,,,,,37.0,40.0,,,,,44.0,19.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,Panelbase,31,28.0,19.0,19.0,,,60.0,33.0,47.0,,2.0,,25.0,,,,30.0,,,,,,,,,,,,,0.0,0.0,15.0,-5.0,,,27.0,42.0,,,,,,,
,Sep,YouGov,35,21.0,19.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,0.0,0.0,12.0,,,,,,,,,,,,
,Sep,Deltapoll,31,28.0,17.0,21.0,,,66.0,40.0,48.0,,4.0,,32.0,,,,33.0,,,,,,,,,,,,,1.0,,13.0,-1.0,,,,,,,,,,,
,Sep,Kantar TNS,38,24.0,20.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,7.0,,,,,,,,,,,,
,Sep,ComRes,30,29.0,17.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,,13.0,,,,,,,,,,,,
,Sep,YouGov,,,,,16.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sep,YouGov,32,23.0,19.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,0.0,0.0,14.0,,,,,,,,,,,,
,Sep,ComRes,28,27.0,20.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,,13.0,,,,,,,,,,,,
,Sep,Opinium,37,25.0,16.0,19.0,,,57.0,35.0,43.0,,2.0,,23.0,35.0,16.0,,29.0,,,,,,,,,,,,,1.0,0.0,13.0,-6.0,,,28.0,42.0,,,,,,,
,Sep,Opinium,,,,,,,,,,,,,,27.0,14.0,12.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,
,Sep,YouGov,,,,22.0,,,68.0,39.0,51.0,,,,26.0,,,,36.0,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,
,Sep,Ipsos MORI,33,24.0,23.0,16.0,14.0,81.0,76.0,37.0,55.0,,4.0,,35.0,50.0,29.0,,40.0,,,,,,,,,,,,,0.0,,10.0,-5.0,,,34.0,50.0,,,,,,,
